headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
"THE NEW EUROPE: Founding Fathers; Its 3 Fathers Are Proud of Baby Euro, and Certain It Will Grow Up Strong",World,[],1584,"Twenty years ago, when he was Chancellor of West Germany, Helmut Schmidt thought there would be a single European currency by the early 1980's. Instead, he is still carrying around six different kinds of money in his briefcase.    ''I always have ...",The New York Times,[],http://www.nytimes.com/1999/01/01/world/new-europe-founding-fathers-its-3-fathers-are-proud-baby-euro-certain-it-will.html,1/1/99,Series,4fd1e8788eb7c8105d736a0e
Euro Expected to Unleash Bull Market,World; Health,[],940,"Euroka! That's the view of many investors looking forward to the debut in major financial markets on Monday of the euro, the single currency that now binds 11 European countries and promises to create a more unified economy in much of Europe.    E...",The New York Times,[],http://www.nytimes.com/1999/01/02/world/euro-expected-to-unleash-bull-market.html,1/2/99,News,4fd20dbe8eb7c8105d77e8ee
Era May End For Floating Currencies,Business,[],1365,"Last year's dominant economic story might be summed up this way: When currencies float, economies sink.    From Thailand to Russia, many nations' currencies floated when their exchange rates against the United States dollar collapsed, often under ...",The New York Times,[],http://www.nytimes.com/1999/01/02/business/international-business-era-may-end-for-floating-currencies.html,1/2/99,News,4fd2173b8eb7c8105d792ac3
Late Rallies Fail to Lift Asian Stocks,Business,[],802,"Overseas stocks rebounded sharply in the fourth quarter of 1998, both in developed and emerging markets. But in some emerging markets even 100 percent rallies were not enough to make up for the selloffs that pushed stocks to their lows just as the...",The New York Times,[],http://www.nytimes.com/1999/01/02/business/international-business-late-rallies-fail-to-lift-asian-stocks.html,1/2/99,News,4fd21e168eb7c8105d79fde1
"The Joint Is Still Jumping, But the Floor Is Shaking",Business,[],849,"THESE feel like such good times. People have jobs. Their pay is rising in many cases. The stock they own is gaining in value, and so are their homes. They spend rather freely, and as the weeks pass they feel less threatened by the economic turmoil...",The New York Times,"[u'UNITED STATES ECONOMY', u'CREDIT']",http://www.nytimes.com/1999/01/03/business/economic-view-the-joint-is-still-jumping-but-the-floor-is-shaking.html,1/3/99,News,4fd20db88eb7c8105d77e529
"THE NEW EUROPE: United and Divided; Shiny, Properous 'Euroland' Has Some Cracks in Facade",World,[],2495,"Europe has two faces, light and dark, and they are evident on Germany's western and eastern borders as the continent crowns four decades of integration with the adoption of a single currency, the euro.    Here in Aachen, which lay in ruins in 1945...",The New York Times,[],http://www.nytimes.com/1999/01/03/world/new-europe-united-divided-shiny-properous-euroland-has-some-cracks-facade.html,1/3/99,News,4fd1f4008eb7c8105d74c8e7
"THE NEW EUROPE: United and Divided; Shiny, Prosperous 'Euroland' Has Some Cracks in Facade",World,[],2495,"Europe has two faces, light and dark, and they are evident on Germany's western and eastern borders as the continent crowns four decades of integration with the adoption of a single currency, the euro.    Here in Aachen, which lay in ruins in 1945...",The New York Times,[],http://www.nytimes.com/1999/01/03/world/new-europe-united-divided-shiny-prosperous-euroland-has-some-cracks-facade.html,1/3/99,Chronology,4fd1f4008eb7c8105d74c8e6
"The Nation; When, and If, Impeachment Meets Wall Street",Washington; Week in Review,[],1449,"AS the Senate returns to Washington this week to begin an impeachment trial of the President, the airwaves and Op-Ed pages are filled with prophecies of doom. A year of scandal and partisanship on a scale unseen in a generation has, it is said, le...",The New York Times,"[u'UNITED STATES POLITICS AND GOVERNMENT', u'PRESIDENTS AND PRESIDENCY (US)', u'IMPEACHMENT', u'ETHICS', u'STOCKS AND BONDS']",http://www.nytimes.com/1999/01/03/weekinreview/the-nation-when-and-if-impeachment-meets-wall-street.html,1/3/99,News,4fd1f8ee8eb7c8105d7557ed
Homework Bound,Education; U.S.,[u'MILLBURN (NJ)'],3622,"Heidi Lehman was always an academic achiever. She finished high school a year early, went through college in three and a half years and then earned a law degree. But nothing in those 18 1/2 years of formal education prepared the 36-year-old lawyer...",The New York Times,"[u'EDUCATION AND SCHOOLS', u'HOMEWORK']",http://www.nytimes.com/1999/01/03/education/homework-bound.html,1/3/99,News,4fd20a018eb7c8105d776791
Castro Talk Shows Him Still a Rebel And Prophet,World,"[u'SANTIAGO DE CUBA (CUBA)', u'CUBA']",788,"It was the same rebellious figure, but older, and though his message was that of a prophet predicting doomsday, there seemed to be fewer people listening, both here and abroad, than on that day 40 years ago when Fidel Castro began his long and lon...",The New York Times,"[u'POLITICS AND GOVERNMENT', u'SOCIALISM (THEORY AND PHILOSOPHY)', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1999/01/03/world/castro-talk-shows-him-still-a-rebel-and-prophet.html,1/3/99,News,4fd20db88eb7c8105d77e52a
90's Mantra: Bull Market To Carry On,Business,[],1396,"The economy will probably cool and corporate profits will probably slow, but stocks will stay in the stratosphere. That is the dichotomy that market strategists believe is in store for investors in the United States stock market this year.    This...",The New York Times,"[u'MERGERS, ACQUISITIONS AND DIVESTITURES', u'UNITED STATES ECONOMY', u'CORPORATIONS', u'CREDIT', u'STOCKS AND BONDS', u'MONEY SUPPLY (ECONOMIC INDICATOR)']",http://www.nytimes.com/1999/01/04/business/outlook-1999-markets-investing-90-s-mantra-bull-market-to-carry-on.html,1/4/99,News,4fd21e198eb7c8105d7a0026
Europe's Great Leap of Faith,Opinion,[u'EUROPE'],2292,"The euro, the most audacious gamble in the history of currency, has become a reality. What will this crucial step toward unity mean for Europe, the United States and the world? The Op-Ed page asked several experts in economics and observers of Eur...",The New York Times,[u'CURRENCY'],http://www.nytimes.com/1999/01/04/opinion/europe-s-great-leap-of-faith.html,1/4/99,Op-Ed,4fd20dc08eb7c8105d77eac1
Steps Get Trickier for 4 Countries Still Dancing Alone,Business,"[u'GREAT BRITAIN', u'EUROPE', u'DENMARK', u'GREECE', u'SWEDEN']",887,"The European Union's single currency, the euro, was meant as an act of unification. But, initially at least, it has created a division among the 15 member nations.    While 11 of the nations are in the monetary union, four -- Britain, Denmark, Gre...",The New York Times,"[u'UNITED STATES ECONOMY', u'CURRENCY', u'ECONOMIC CONDITIONS AND TRENDS', u'EUROCURRENCY']",http://www.nytimes.com/1999/01/04/business/outlook-1999-international-steps-get-trickier-for-4-countries-still-dancing.html,1/4/99,News,4fd223da8eb7c8105d7a9f85
The Fed Seeks an Even Keel,Business,[],105,"The Federal Reserve reduced interest rates three times in seven weeks late last year because the global financial crisis was making it hard for companies to raise money, threatening the long expansion in the United States.      The three quarter-p...",The New York Times,"[u'UNITED STATES ECONOMY', u'INTEREST RATES', u'CREDIT']",http://www.nytimes.com/1999/01/04/business/outlook-1999-economy-industry-1998-highlights-the-fed-seeks-an-even-keel.html,1/4/99,News,4fd20dc18eb7c8105d77ead4
"The Euro: For U.S., Gains and Losses",World; Washington,"[u'EUROPE', u'FAR EAST, SOUTH AND SOUTHEAST ASIA AND PACIFIC AREAS']",1107,"For the last several years, the Clinton Administration has articulated a simple policy toward the single European currency: Anything that helps build a more prosperous trading partner on the other side of the Atlantic is good for the United States...",The New York Times,"[u'SOCIAL CONDITIONS AND TRENDS', u'UNITED STATES INTERNATIONAL RELATIONS', u'CURRENCY', u'POLITICS AND GOVERNMENT', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1999/01/04/world/the-euro-for-us-gains-and-losses.html,1/4/99,News,4fd20a088eb7c8105d776c38
World Economies On a Tightrope,Business,[],1459,"Last fall, with global financial markets imploding and recession fears rampant, Alan Greenspan, chairman of the Federal Reserve, told a group of business forecasters that he had been ''looking at the American economy on a day-by-day basis for almo...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES ECONOMY', u'PRICES (FARES, FEES AND RATES)', u'FORECASTS']",http://www.nytimes.com/1999/01/04/business/outlook-1999-economy-industry-world-economies-on-a-tightrope.html,1/4/99,News,4fd20a088eb7c8105d776c37
U.S Role as World Savior: A Delicate Balancing Act,Business; Washington,[u'RUSSIA'],1075,"Markets and governments around the world operated under an unshakable assumption throughout the economic turmoil last year: if things really got bad, the United States would be there to engineer a bailout.    After all, as everyone from President ...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'ECONOMIC CONDITIONS AND TRENDS', u'FOREIGN AID']",http://www.nytimes.com/1999/01/04/business/outlook-1999-economy-industry-bailouts-us-role-world-savior-delicate-balancing.html,1/4/99,News,4fd20a088eb7c8105d776c3d
Investors Study Drug Pipelines for the Next Blockbuster Medicine,Health; Business,[],803,"The successful introduction last year of Pfizer Inc.'s Viagra, the impotency pill, delivered huge returns to investors who bought shares in the company. The windfall -- Pfizer's stock zoomed 68 percent in the year -- has encouraged investors to st...",The New York Times,"[u'SALES', u'DRUGS (PHARMACEUTICALS)']",http://www.nytimes.com/1999/01/04/business/outlook-1999-economy-industry-pharmaceuticals-investors-study-drug-pipelines-for.html,1/4/99,News,4fd20dc08eb7c8105d77eac9
"Bracing for Another Year of Reckoning, Amid a Few Hints of Change",Business,[u'JAPAN'],1098,"When economists and investment strategists in Japan talk about the country's prospects for this year, even those who classify themselves as optimists predict horrendous times ahead.    ''This year will be the worst recession since the war,'' said ...",The New York Times,[u'ECONOMIC CONDITIONS AND TRENDS'],http://www.nytimes.com/1999/01/04/business/outlook-1999-international-japan-bracing-for-another-year-reckoning-amid-few.html,1/4/99,News,4fd20a088eb7c8105d776c3c
"After $2.5 Trillion in Combinations in 1998, the Sky's the Limit in 1999",Business,[],777,You would think that after last year's more than $2.5 trillion in announced mergers worldwide -- the largest on record -- corporate executives might take 1999 off. Think again.    With the stock market for the most part continuing its upward march...,The New York Times,"[u'MERGERS, ACQUISITIONS AND DIVESTITURES']",http://www.nytimes.com/1999/01/04/business/outlook-1999-economy-industry-mergers-after-2.5-trillion-combinations-1998-sky-s.html,1/4/99,News,4fd20dc08eb7c8105d77eac8
"Decent Showing, and Maybe an Encore",Business,[],943,"What was one of the best kept secrets of 1998? That being in bonds was not such a bad idea.    Even with the selloff in December, the total return from an investment in the 30-year Treasury bond was 17.6 percent. A bet on the 10-year note brought ...",The New York Times,"[u'FINANCES', u'STOCKS AND BONDS', u'GOVERNMENT BONDS']",http://www.nytimes.com/1999/01/04/business/outlook-1999-markets-investing-bonds-decent-showing-and-maybe-an-encore.html,1/4/99,News,4fd1f40b8eb7c8105d74cfe1
St. Croix Hopes Gambling Will Bring Back Tourists,U.S.,[u'VIRGIN ISLANDS (US)'],1192,"When Lisa Newkirk-Svarczkopf heard that casinos would soon open on St. Croix, the biggest of the three United States Virgin Islands, she moved her clothing store to a location three times the size of the old one in anticipation of a tourism boom. ...",The New York Times,"[u'HURRICANE HUGO', u'HOMELESS PERSONS', u'GAMBLING', u'CASINOS', u'ECONOMIC CONDITIONS AND TRENDS', u'TRAVEL AND VACATIONS', u'HURRICANES AND TROPICAL STORMS']",http://www.nytimes.com/1999/01/04/us/st-croix-hopes-gambling-will-bring-back-tourists.html,1/4/99,News,4fd20a088eb7c8105d776c3b
