headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
Tariffs Drop as Trade Agreement Kicks In With New Year's Arrival,Business,"[u'CANADA', u'UNITED STATES', u'MEXICO']",1126,"Trade barriers to thousands of products shipped between Mexico, the United States and Canada drop or disappear with the arrival of the New Year, as the North American Free Trade Agreement takes effect.   In the first hours of 1994, the Mexican bee...",The New York Times,"[u'NORTH AMERICAN FREE TRADE AGREEMENT', u'INTERNATIONAL TRADE AND WORLD MARKET', u'TREATIES']",http://www.nytimes.com/1994/01/01/business/tariffs-drop-as-trade-agreement-kicks-in-with-new-year-s-arrival.html,1/1/94,News,4fd1e1dc8eb7c8105d72a1a5
THE WHITE HOUSE IS MOVING TO EASE EMBARGO ON HANOI,World; Washington,[u'VIETNAM'],987,"Citing progress on Vietnam's efforts to determine the fate of missing Americans, the Clinton Administration is moving toward easing the economic embargo against Hanoi and plans to consult Congress about it early in the new year, Administration off...",The New York Times,"[u'FOREIGN INVESTMENTS', u'UNITED STATES INTERNATIONAL RELATIONS', u'VIETNAM WAR', u'INTERNATIONAL RELATIONS', u'INTERNATIONAL TRADE AND WORLD MARKET', u'MISSING IN ACTION', u'US-INTERNATIONAL RELATIONS-VIETNAM', u'EMBARGOES']",http://www.nytimes.com/1994/01/01/world/the-white-house-is-moving-to-ease-embargo-on-hanoi.html,1/1/94,News,4fd1ea7f8eb7c8105d739ee6
Japan's Rat Race -- A special report.; Life in a Box: Japanese Question Fruits of Success,World,[u'JAPAN'],2714,"As the jammed 7:38 A.M. express train rolled into the station here on a recent chilly morning, and Hiroyuki Ogata waited to be packed aboard for the toughest leg of his nearly two-hour commute into Tokyo, he admitted that he had things pretty good...",The New York Times,"[u'SOCIAL CONDITIONS AND TRENDS', u'SURVEYS AND SERIES', u'STANDARD OF LIVING', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1994/01/02/world/japan-s-rat-race-special-report-life-box-japanese-question-fruits-success.html,1/2/94,Special Report,4fd1e1e18eb7c8105d72a4cc
Business Diary: December 26 - 31,Business,[],1558,"THE ECONOMY That Was the Week That Wasn't  Let's be honest about it: Nothing much happened last week -- except figuring out where to put those presents, how to pay those bills. Yes, Government numbers came out, agencies made rulings, corporations ...",The New York Times,[],http://www.nytimes.com/1994/01/02/business/business-diary-december-26-31.html,1/2/94,News,4fd1bf1d8eb7c8105d6ecdd1
The Dynamic New China Still Races Against Time,Week in Review,[u'CHINA'],1087,"THERE is not an adjective that soars high enough or detonates with enough force to describe China's economic explosion or the promise of its future. One-fifth of humanity, for decades locked in the dungeon of Mao Zedong's proletarian revolution, w...",The New York Times,"[u'POPULATION', u'ENVIRONMENT', u'POLITICS AND GOVERNMENT', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1994/01/02/weekinreview/the-world-the-dynamic-new-china-still-races-against-time.html,1/2/94,News,4fd1d2988eb7c8105d70e0dc
Connecticut Q&A: G. Michael Brown; Planning Ahead at the Foxwoods Casino,New York and Region,[],1618,"INDIAN gaming enterprises started 14 years ago with a bingo hall on a Florida reservation and have expanded to 68 casinos and 170 high-stakes bingo games in 24 states today, with more in the planning stages. About half of the nation's 318 federall...",The New York Times,"[u'GAMBLING', u'CASINOS', u'BIOGRAPHICAL INFORMATION']",http://www.nytimes.com/1994/01/02/nyregion/connecticut-q-a-g-michael-brown-planning-ahead-at-the-foxwoods-casino.html,1/2/94,Interview,4fd1ea838eb7c8105d73a1d7
"Now, Home Is Where the Job Is",Week in Review,[],954,"IF the image of our past, whether based on myth or reality, is that the United States welcomed immigrants, we're losing our remaining illusions. Data compiled by the Federal Census Bureau and other demographers indicate that for immigrants, the we...",The New York Times,"[u'POPULATION', u'IMMIGRATION AND REFUGEES']",http://www.nytimes.com/1994/01/02/weekinreview/the-nation-now-home-is-where-the-job-is.html,1/2/94,News,4fd1add48eb7c8105d6ce2c4
Global Mutual Funds: Expectations Are High,Business,[],1199,"International mutual funds, which set the pace among mutual funds last year, are expected to continue their strong performance in 1994. Fueling the trend is a growing awareness among Americans that some diversification overseas is desirable and th...",The New York Times,"[u'FOREIGN INVESTMENTS', u'INVESTMENT STRATEGIES', u'FORECASTS', u'MUTUAL FUNDS', u'STOCKS AND BONDS']",http://www.nytimes.com/1994/01/03/business/global-mutual-funds-expectations-are-high.html,1/3/94,News,4fd1bf238eb7c8105d6ed230
Wall Street Dares to Hope for More,Business,[],720,"It was Wall Street's first $1 trillion year. And the good times may keep on rolling in 1994.   As interest rates fell last year, businesses jumped to refinance their debts and to raise new equity capital on the surging stock market, issuing a reco...",The New York Times,"[u'RECORDS AND ACHIEVEMENTS', u'FORECASTS', u'PROFITS (INDUSTRY-WIDE)', u'STOCKS AND BONDS', u'CORPORATE BONDS']",http://www.nytimes.com/1994/01/03/business/wall-street-dares-to-hope-for-more.html,1/3/94,News,4fd1ea8f8eb7c8105d73a7ee
Low Rates May Keep 1994 Bond Sales Sluggish,Business,[],818,"Treasuries were everything in 1993, but in 1994 they won't be. And reversals of that stripe will keep heads spinning and returns down in 1994.   Mortgage-backed securities, which took a beating last year, may be back in vogue, as fewer people refi...",The New York Times,"[u'INTEREST RATES', u'FORECASTS', u'GOVERNMENT BONDS']",http://www.nytimes.com/1994/01/03/business/low-rates-may-keep-1994-bond-sales-sluggish.html,1/3/94,News,4fd1aea68eb7c8105d6ce9d6
