headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
WHATEVER HAPPENED TO THE WELFARE IDEAL?,Arts; Books,[],1478,CAPITALISM AND THE WELFARE STATE Dilemmas of Social Benevolence.  By Neil Gilbert.  196 pp. New Haven: Yale University Press. $16.95.      ''WELFARE'' was a dirty word a long time before Ronald Reagan entered the White House. Conservatives had lon...,The New York Times,[u'TERMS NOT AVAILABLE'],http://www.nytimes.com/1984/01/01/books/whatever-happened-to-the-welfare-ideal.html,1/1/84,Review,4fd130548eb7c8105d5fd699
"ABOUT CARSMarshall Schuon ; From Chrysler, a Sporty New Turbo",Sports,[],892,"-24, and   insiders at Chrysler say the   number stood for the company's target when it was designing its turbocharged sports car. That target was the Porsche 924, and the engineers and designers succeeded admirably in matching - and in some ways ...",The New York Times,[u'TERMS NOT AVAILABLE'],http://www.nytimes.com/1984/01/01/sports/about-carsmarshall-schuon-from-chrysler-a-sporty-new-turbo.html,1/1/84,News,4fd14b278eb7c8105d629136
SAMPLING THE VARIED WORLDS OF JAMAICA,Travel,[u'JAMAICA (WEST INDIES)'],3311,"What's a dedicated traveler to do about the Caribbean? The restless breed of vacationer who needs more than a beach, a bar and a book - the one who likes to move around, change scenes, discover things and kibbitz with strangers - hears boredom and...",The New York Times,[u'TRAVEL AND VACATIONS'],http://www.nytimes.com/1984/01/01/travel/sampling-the-varied-worlds-of-jamaica.html,1/1/84,News,4fd147438eb7c8105d62316d
"AMERICA LOOKS TO FUTURE IN HOPE, POLL FINDS",U.S.,[u'UNITED STATES (1983 PART 1)'],1447,"In sharp contrast to their gloomy mood four years earlier, Americans approach 1984 optimistically, feeling that the present is as good as the recent past and that the near future will be significantly better.    But the levels of satisfaction with...",The New York Times,"[u'SOCIAL CONDITIONS AND TRENDS', u'PUBLIC OPINION', u'FORECASTS', u'NINETEEN HUNDRED EIGHT-FOUR']",http://www.nytimes.com/1984/01/01/us/america-looks-to-future-in-hope-poll-finds.html,1/1/84,News,4fd14b278eb7c8105d629134
GAZING INTO THE CRYSTAL BALL FOR 1984,Business,[],1194,"AS Wall Street moves into 1984 on the wave of a    resounding economic recovery, many of its   best money managers are sharply divided over investment strategies. Without doubt, they all see the bull market continuing into the New Year. But most a...",The New York Times,[u'TERMS NOT AVAILABLE'],http://www.nytimes.com/1984/01/01/business/investing-gazing-into-the-crystal-ball-for-1984.html,1/1/84,News,4fd130548eb7c8105d5fd69c
ALASKA'S FIRST 25 YEARS AS A STATE: RAGS TO RICHES,U.S.,[u'ALASKA'],1392,Alaska marks its first 25 years of statehood on Tuesday after a roller coaster ride from the poorhouse to the penthouse.   Billions of barrels of crude oil gave the struggling young state riches beyond the dreams of the miners who once scratched f...,The New York Times,"[u'OIL (PETROLEUM) AND GASOLINE', u'FINANCES', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1984/01/01/us/alaska-s-first-25-years-as-a-state-rags-to-riches.html,1/1/84,News,4fd147438eb7c8105d623170
HOPES FOR 1984: AN L.I. SAMPLER,New York and Region,[u'LONG ISLAND (NY)'],3911,THE LONG ISLAND WEEKLY asked a number of prominent Long Island residents what improvements they would like to see in the quality of life on the Island in the new year and beyond. Here are their replies: Walter B. Kissinger    Chairman of the board...,The New York Times,"[u'SOCIAL CONDITIONS AND TRENDS', u'NINETEEN HUNDRED EIGHTY-FOUR']",http://www.nytimes.com/1984/01/01/nyregion/hopes-for-1984-an-li-sampler.html,1/1/84,News,4fd130548eb7c8105d5fd695
LATE RALLY FOR WORLD STOCKS,Business,"[u'JAPAN', u'HONG KONG', u'GREAT BRITAIN', u'CANADA', u'WEST GERMANY', u'FRANCE', u'SOUTH AFRICA, REPUBLIC OF']",1589,"Foreign stock markets, which began 1983 lagging behind the fast clip of the New York exchange, turned decidedly bullish in the last half of the year and outpaced the market strength in this country.   The foreign markets ''have shown a lot of mome...",The New York Times,"[u'NINETEEN HUNDRED EIGHTY-THREE', u'STOCKS AND BONDS', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1984/01/02/business/late-rally-for-world-stocks.html,1/2/84,News,4fd140d48eb7c8105d618398
STRONG DOLLAR STIRS NEW CONCERNS,Business,[u'UNITED STATES (1983 PART 1)'],936,"Economic   Analysis          PARIS, Jan. 2 - Two conflicting views among economists about the dollar's future are raising doubts about the durability of the world recovery as it enters its second year.  Right now, the dollar is showing phenomenal ...",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'INTERNATIONAL TRADE AND WORLD MARKET', u'UNITED STATES ECONOMY', u'PRICES', u'UNITED STATES INTERNATIONAL TRADE', u'BALANCE OF PAYMENTS AND TRADE', u'PROTECTIONISM (TRADE)', u'CURRENCY', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1984/01/03/business/strong-dollar-stirs-new-concerns.html,1/3/84,An Analysis,4fd131488eb7c8105d5ff19f
BUSINESS DIGEST,Business,[],411,"TUESDAY, JANUARY 3, 1984   The Economy    Corporate profits advanced solidly in last year's fourth quarter, according to industry analysts and economists. Townsend-Greenspan & Company, for example, says companies will report a 32 percent gain in a...",The New York Times,[u'TERMS NOT AVAILABLE'],http://www.nytimes.com/1984/01/03/business/business-digest-151111.html,1/3/84,Summary,4fd131488eb7c8105d5ff1a3
