headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
Old' Dow Outperforms the New,Business,[],1151,"The Dow Jones industrial average lost 6.2 percent last year, leaving it looking better than either the Standard & Poor's 500, which fell 10.1 percent, or the Nasdaq composite, which plunged 39.3 percent.    But the Dow's loss could have been small...",The New York Times,"[u""STANDARD & POOR'S 500-STOCK INDEX"", u'TWO THOUSAND (YEAR)', u'NASDAQ COMPOSITE INDEX', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE']",http://www.nytimes.com/2001/01/02/business/a-market-miscellany-old-dow-outperforms-the-new.html,1/2/01,News,4fd205128eb7c8105d76d23a
Russia's Health Care Emergency,Health; Opinion,[u'RUSSIA'],506,"One of the most devastating social consequences of Russia's mismanaged passage to a market economy over the last decade has been the virtual collapse of its health care system. Soviet-era conditions were poor, with long waits, brusque bureaucracy ...",The New York Times,"[u'SURVEYS AND SERIES', u'EDITORIALS', u'MEDICINE AND HEALTH']",http://www.nytimes.com/2001/01/02/opinion/russia-s-health-care-emergency.html,1/2/01,Editorial,4fd210618eb7c8105d784840
"After a Difficult 2000, Investment Abroad Gains in Favor",Business,[],1239,"Stock markets outside of the United States last year posted their worst performance as a group in a decade, led by the sharpest drop in Japan since 1990. But many fund managers and analysts have a positive outlook on these markets this year.    ''...",The New York Times,"[u'FOREIGN INVESTMENTS', u'MUTUAL FUNDS', u'STOCKS AND BONDS']",http://www.nytimes.com/2001/01/02/business/markets-investing-after-a-difficult-2000-investment-abroad-gains-in-favor.html,1/2/01,News,4fd21e628eb7c8105d7a0935
Making Sense of the Moves in the Markets,Business,[],5308,"Where will the stock market go in 2001? Will technology stocks rebound? Is a recession likely?    To ponder these questions, we gathered three of the best thinkers in the financial markets, two who offer advice from New York and one who manages mo...",The New York Times,[u'STOCKS AND BONDS'],http://www.nytimes.com/2001/01/02/business/round-table-making-sense-of-the-moves-in-the-markets.html,1/2/01,Text,4fd22de08eb7c8105d7bb97c
"THE MARKETS: Market Place; In 2000, fewer companies paid dividends to investors and more of the same lies ahead.",Business,[],719,"DIVIDENDS on stocks in the Standard & Poor's 500 fell 2.5 percent last year, making it the first decline in nearly a decade and the first one ever that could not easily be explained by economic factors or government regulations. It was the largest...",The New York Times,"[u'FINANCES', u'STOCKS AND BONDS']",http://www.nytimes.com/2001/01/03/business/markets-market-place-2000-fewer-companies-paid-dividends-investors-more-same.html,1/3/01,News,4fd20f038eb7c8105d780fae
MANAGEMENT: The Power of a Familiar Face; Ex-Executives Come Back to Fix Troubled Companies,Business,[],1694,"Striding toward the elevators on the way to his office, Peter Gyenes does a double take and stops to straighten a plaque on the wall. No, he is not a perfectionist, he says. His operating principle is closer to something he read on a poster that h...",The New York Times,"[u'SUSPENSIONS, DISMISSALS AND RESIGNATIONS', u'APPOINTMENTS AND EXECUTIVE CHANGES', u'EXECUTIVES AND MANAGEMENT', u'BIOGRAPHICAL INFORMATION']",http://www.nytimes.com/2001/01/03/business/management-power-familiar-face-ex-executives-come-back-fix-troubled-companies.html,1/3/01,News,4fd21e578eb7c8105d7a02dc
The Recession We Need,Opinion,[],974,"There can be no mistaking the message of the Federal Reserve's New Year's surprise, a reduction yesterday of one-half of a percentage point in the benchmark interest rate. If the United States economy is not already in recession, it is on the brin...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES ECONOMY', u'INTEREST RATES', u'CREDIT']",http://www.nytimes.com/2001/01/04/opinion/the-recession-we-need.html,1/4/01,Op-Ed,4fd222178eb7c8105d7a721b
THE MARKETS: Market Place; Dr. Greenspan Chases Gloom Of Investors' Chill Winter,Business,[],923,"Faced with a deepening pessimism among investors that was all too well reasoned, Alan Greenspan decided yesterday that perhaps a little irrational exuberance might not be so bad for the markets after all.    Deciding not to wait until their schedu...",The New York Times,"[u'UNITED STATES ECONOMY', u'INTEREST RATES', u'CREDIT', u'STOCKS AND BONDS']",http://www.nytimes.com/2001/01/04/business/the-markets-market-place-dr-greenspan-chases-gloom-of-investors-chill-winter.html,1/4/01,News,4fd24f8a8eb7c8105d7f25fc
Similar Cuts Made in the Federal Funds Rate in 1989 and 1998 Produced Divergent Results,Business,[],770,"When Alan Greenspan cuts rates a lot, the markets usually love it. But sometimes the love doesn't last.    What seems to determine the longer-term reaction is whether the economy obliges by strengthening -- and whether a lower federal funds rate r...",The New York Times,"[u'UNITED STATES ECONOMY', u'INTEREST RATES', u'CREDIT', u'STOCKS AND BONDS']",http://www.nytimes.com/2001/01/04/business/rate-cut-history-similar-cuts-made-federal-funds-rate-1989-1998-produced.html,1/4/01,News,4fd205108eb7c8105d76d043
Contrarian of Boom Decade Put in Bush Inner Circle,Business,[],1156,"While America celebrated a decade of prosperity, Lawrence B. Lindsey spent the 1990's warning of an imminent economic tightening.    Consumers were spending far beyond their means, he said. The nation depended too much on foreign lending. He saw t...",The New York Times,"[u'APPOINTMENTS AND EXECUTIVE CHANGES', u'UNITED STATES ECONOMY', u'BIOGRAPHICAL INFORMATION']",http://www.nytimes.com/2001/01/04/business/the-rate-cut-the-adviser-contrarian-of-boom-decade-put-in-bush-inner-circle.html,1/4/01,News,4fd21e5f8eb7c8105d7a0730
Bush Cheers Fed's Action And Tax Cut,Business,[],1716,"Surprised and buoyed by Alan Greenspan's sudden cut in interest rates, President-elect George W. Bush and a group of American business leaders he was meeting with today said the Federal Reserve chairman's action underscored the need for a deep, ac...",The New York Times,"[u'TAXATION', u'UNITED STATES ECONOMY', u'INTEREST RATES', u'CREDIT']",http://www.nytimes.com/2001/01/04/business/the-rate-cut-the-reaction-bush-cheers-fed-s-action-and-tax-cut.html,1/4/01,News,4fd24eab8eb7c8105d7f0d16
Vehicle Sales Fell Sharply In December,Business,[],932,"Auto sales slowed precipitously last month, with domestic automakers reporting plunges of up to 18 percent from year-ago levels. Foreign automakers, though, escaped almost unscathed and gained market share.    Ward's Automotive, an industry data s...",The New York Times,"[u'SALES', u'RECORDS AND ACHIEVEMENTS', u'AUTOMOBILES', u'LABOR', u'SHUTDOWNS (INSTITUTIONAL)', u'UTILITY VEHICLES AND OTHER LIGHT TRUCKS', u'FACTORIES AND INDUSTRIAL PLANTS', u'LAYOFFS AND JOB REDUCTIONS', u'PRODUCTION']",http://www.nytimes.com/2001/01/04/business/vehicle-sales-fell-sharply-in-december.html,1/4/01,News,4fd22d698eb7c8105d7baa1a
2 Banks Follow Fed's Lead And Hope Economy Reacts,Business,[],1079,"Only hours after the Federal Reserve made its surprise cut in short-term interest rates, two of the nation's largest banks -- J. P. Morgan Chase and Wells Fargo -- announced they would reduce their benchmark lending rates effective today. In the c...",The New York Times,"[u'UNITED STATES ECONOMY', u'INTEREST RATES', u'CREDIT']",http://www.nytimes.com/2001/01/04/business/the-rate-cut-the-impact-2-banks-follow-fed-s-lead-and-hope-economy-reacts.html,1/4/01,News,4fd205888eb7c8105d76dfc2
